143,48,191
191,192,263
239,264,359
287,360,407
479,264,383
527,384,455
599,456,647
863,552,575
527,168,191
767,360,455
647,24,383
887,408,431
863,432,503
767,288,311
1199,96,167
1295,48,95
1607,48,95
1679,24,47
1151,240,263
1535,216,455
1559,288,335
1655,336,479
1727,480,623
1679,624,815
1775,816,863
1823,864,1007
1775,1008,1055
1679,1056,1103
1631,1104,1199
1607,1200,1295
1583,1296,1343
1247,264,647
1535,504,671
1487,672,695
1103,432,455
1031,456,623
1007,576,623
1055,624,671
359,288,311
551,624,671
527,576,623
335,864,911
191,840,863
167,792,839
143,576,767
359,528,575
311,480,527
263,432,479
359,360,431
1055,672,767
1103,768,1055
1055,1056,1151
1199,1152,1271
1343,768,815
1439,816,1055
1391,1056,1103
1103,1176,1271
1055,1272,1367
1199,1320,1391
1151,1392,1463
1103,1464,1511
1055,1512,1559
1295,1464,1655
1007,1584,1655
767,1176,1223
719,1224,1319
599,1224,1247
767,1008,1055
431,1008,1055
239,1056,1103
191,1104,1127
143,1128,1199
119,1200,1271
143,1272,1535
167,1536,1631
191,1632,1655
311,1656,1679
383,1680,1703
455,1704,1751
479,1752,1775
575,1416,1583
599,1128,1175
479,1152,1199
455,1200,1247
407,1248,1295
383,1296,1487
455,1488,1559
623,1392,1415
695,1416,1559
719,1560,1631
767,1632,1751
1055,1704,1799
455,1800,1847
1127,1632,1751
1175,1560,1799
1151,1800,1871
1343,1824,2063
1151,2016,2063
815,2064,2255
791,2256,2303
767,2304,2327
743,2328,2351
575,2352,2399
647,2040,2183
551,2184,2231
527,2232,2279
503,2280,2327
407,2328,2399
431,2400,2495
383,2496,2543
455,2016,2227
431,2232,2255
335,2256,2279
263,2280,2303
215,2304,2351
191,2352,2615
239,2616,2639
383,2088,2183
383,2040,2063
287,2064,2087
167,2088,2303
143,2304,2687
239,2688,2711
359,2592,2615
383,2616,2663
479,2664,2687
527,2688,2711
551,2472,2519
575,2520,2543
599,2544,2567
743,2568,2591
791,2592,2639
815,2640,2711
1223,2640,2687
1415,2496,2615
1391,2616,2663
1439,2664,2711
1583,2664,2711
1727,2208,2231
1679,2232,2279
1559,2280,2327
1391,2328,2351
1487,1992,2015
1487,1440,1463
1535,1464,1607
1583,1608,1703
1679,2328,2375
1631,2376,2399
1583,2400,2423
1415,2424,2495
1391,2424,2495
1055,2136,2231
1103,2232,2375
1055,2376,2471
1007,2472,2567
1655,1680,2063
1031,1392,1483
1007,1460,1655
1109,1388,1435
1007,1388,1631
527,1440,1511
